1       8
503.65      516.51       7
613.74      619.88       6
680.56      685.61       3
721.17      736.10       9
776.53      780.94      10
862.56      876.15       5
958.50      973.24       9
1031.83      1044.36       8
1113.85      1117.60      10
1122.83      1127.30       9
1203.31      1207.72      10
258      10
446.76      457.83       4
464.83      477.00       3
574.45      586.97       4
619.59      626.38       9
685.33      690.58       6
732.67      738.88       7
785.71      792.24       6
860.18      873.74       2
916.23      925.63       7
1001.68      1013.24       5
1040.20      1051.73       8
1077.39      1087.81       1
1114.45      1126.24       8
1209.19      1213.65       6
1297.89      1303.55       7
1380.73      1394.09       5
259       2
438.00      450.70       5
498.22      507.66       6
582.59      589.89       4
611.95      619.43       9
701.89      705.98      10
744.30      755.38       4
818.29      832.89       3
917.61      924.29      10
948.20      951.82       8
991.56      1003.54       1
1067.68      1076.54       6
1082.12      1087.57       3
1153.31      1161.92       5
1219.55      1229.36       6
1246.87      1254.04       4
1267.16      1271.21       5
1342.14      1352.15       6
260       9
442.22      445.93       2
515.24      518.82       9
593.57      607.42       8
637.86      642.19       7
681.09      686.98       6
694.12      707.52       2
722.18      736.61       5
815.85      827.55       7
892.19      896.48       8
932.50      940.42       2
261       8
413.00      421.06       2
450.23      458.15       8
508.65      512.92       7
556.16      566.99       1
650.26      661.26       2
757.06      761.66       3
859.00      871.99       4
958.86      965.91       6
1037.00      1042.82       7
1072.49      1084.73      10
262       7
452.00      464.52       5
509.61      522.59       7
567.70      573.57       6
606.94      618.85       2
693.73      704.22       1
791.51      805.83       3
888.38      892.98       2
940.78      948.21       4
263       5
450.54      463.88      10
515.37      522.48       3
568.86      584.07       9
605.29      609.31      10
632.30      635.87       8
707.03      717.28       1
812.52      824.61       9
834.67      848.33       7
866.87      871.35       8
901.15      913.51       9
991.60      1003.60       8
1018.42      1030.54       9
1117.74      1124.93       4
1211.65      1221.94      10
1278.37      1292.90       5
1330.00      1333.69       4
1407.61      1414.07       9
264       8
412.17      416.40       6
510.35      516.12       3
542.93      546.68       8
572.99      577.66       4
592.02      595.75       5
681.58      695.53       9
730.54      735.52       6
265       1
477.70      489.42       4
503.97      507.65       5
553.40      562.97       3
619.84      632.56       4
668.02      678.84      10
741.80      749.37       3
806.10      811.17       2
861.21      866.41       3
960.57      974.47       7
981.75      986.00       8
266       6
361.92      376.74      10
427.03      437.98       4
503.55      514.38       1
561.27      572.41       7
618.20      624.09       6
650.89      656.65       3
741.47      755.55       9
821.06      834.94       8
267       1
378.14      389.85       4
443.27      457.47       3
499.47      514.49       1
537.46      551.54       3
640.00      645.06       6
656.06      662.77       4
762.55      775.59       3
828.91      835.74      10
881.80      892.87       2
908.06      918.49       1
1002.62      1013.79       2
1086.37      1089.80       9
1123.18      1127.70      10
1149.16      1152.87       8
268       5
431.24      446.16       2
524.89      533.55       8
616.16      624.06       2
669.39      680.30      10
763.77      767.31       8
780.69      785.35       7
269       8
471.04      475.58       4
497.77      501.68       8
523.34      527.35       4
626.44      630.23       5
728.96      741.87       7
799.37      812.26       4
878.63      884.78       6
270       4
423.20      430.13       2
481.37      489.44       8
578.85      591.62       9
611.25      626.37       3
656.76      660.95       8
686.06      690.21       6
787.68      793.41       7
832.12      845.17      10
900.93      904.42       8
974.36      987.11       9
1080.30      1087.06       4
1156.10      1163.33       6
1223.66      1229.95       4
1320.19      1326.80       2
1334.81      1345.33       7
1369.15      1379.85       2
271       2
415.94      426.52       7
498.04      509.29       4
530.96      537.23       9
595.25      608.31       8
701.01      708.96       2
724.74      737.87       5
785.30      798.96       2
811.88      824.11       6
905.97      920.66      10
1006.62      1010.42       8
1054.78      1066.90       9
1147.92      1161.27       1
1259.25      1268.66       2
1343.08      1347.96       3
1376.84      1381.51       2
272       1
443.60      454.04       7
488.45      497.77       2
503.17      517.95       5
562.30      566.00       4
582.39      597.09       3
273       6
406.30      410.50       8
479.02      483.27       3
518.73      527.53       5
573.81      584.74       6
606.13      612.64       7
700.47      711.09       1
729.75      743.22       9
795.13      798.93       2
274       6
361.84      368.87       4
407.35      417.10       1
479.22      489.80       4
577.55      587.68      10
673.19      676.91       8
731.39      743.37       9
758.34      770.99       7
800.03      811.23       1
886.83      894.99      10
958.07      971.88       7
275       9
398.08      401.65       2
410.16      420.17       7
477.69      490.91       5
504.87      514.13       3
565.51      569.84       8
626.35      634.57       2
675.64      688.64       6
784.32      788.40       8
873.89      884.46       1
946.45      954.80      10
276       5
394.51      402.89       1
502.49      511.18      10
525.84      539.97       5
560.77      576.18       9
585.63      598.32       3
640.67      653.64       4
739.88      743.73       8
777.10      781.76       6
806.15      819.57      10
831.71      839.43       3
868.88      873.25       8
927.37      936.40       2
1022.60      1033.12      10
1052.08      1055.94       8
1076.98      1080.91      10
1129.68      1134.30       9
1145.92      1150.46      10
1164.43      1168.41       8
277       5
370.62      385.22       2
426.32      439.43       5
477.37      490.42       2
546.67      552.03       3
612.61      625.88       7
648.92      653.64       8
661.09      665.71       6
679.00      685.39       4
699.24      705.99       9
742.92      746.52       2
278       4
449.67      453.83       8
486.92      495.95       2
590.59      593.77       9
641.23      645.92      10
693.40      707.10       7
760.69      771.09       2
777.14      788.06       1
797.74      808.82       2
908.75      919.64       1
929.45      937.90      10
972.62      986.54       5
1075.30      1085.20       6
1169.23      1173.79       8
1232.99      1237.83       7
1312.03      1325.28      10
279       9
465.15      479.97       3
530.39      535.03       2
560.74      569.61       8
623.44      635.67       5
689.75      701.68       7
715.21      724.51       2
732.93      737.62       3
790.83      795.79       6
874.10      879.43       9
913.87      918.28      10
996.13      999.60       8
1042.80      1051.73       2
280       5
443.20      454.38       6
537.67      546.79       1
591.16      601.56       2
670.67      675.27       3
714.07      727.07       9
782.36      787.58       6
850.76      856.49       7
938.91      953.97       9
1033.18      1048.33       3
1074.80      1088.00       7
1167.08      1179.65       3
281       7
373.72      386.98       3
473.08      485.53       4
517.50      530.59       7
586.69      599.47       4
605.25      609.33       5
631.49      645.51       2
705.03      718.11       6
764.96      773.72       1
784.00      792.73       6
829.70      839.82       5
901.53      916.30      10
961.84      976.44       7
1070.00      1081.78       5
1118.80      1122.72       4
1215.24      1222.61       2
282       9
469.61      473.24       2
523.34      529.96       4
550.82      558.31       9
